id,address,city,state,zip,longitude,latitude,state,county,tract
331,1500 S Old Highway 66, St Cloud, MO,65441,-91.219476,38.165746,29,55,450102
332,201 W Mill St, Liberty, MO,64068,-94.4222,39.244649,29,47,21403
333,612 Tiger Dr, Excelsior Springs, MO,64024,-94.24447,39.348432,29,47,21701
334,614 Tiger Dr, Excelsior Springs, MO,64024,-94.24447,39.348454,29,47,21701
335,701 Crown Hill Rd, Excelsior Springs, MO,64024,-94.250918,39.348005,29,47,21701
336,701 Saint Louis Ave, Excelsior Springs, MO,64024,-94.231045,39.336148,29,47,21702
337,1400 Cedar Wood Pkwy, Kearney, MO,64060,-94.384482,39.38095,29,47,21804
338,1815 S Jefferson St, Kearney, MO,64060,-94.360698,39.354759,29,47,21805
339,5125 N Sycamore Ave, Kansas City, MO,64119,-94.485976,39.187502,29,47,22200
340,800 W Frost St, Plattsburg, MO,64477,-94.455945,39.561689,29,49,960300
341,603 W Frost St, Plattsburg, MO,64477,-94.453175,39.561762,29,49,960300
342,100 Smith St, Gower, MO,64454,-94.595015,39.609065,29,49,960400
343,100 Smith St, Gower, MO,64454,-94.595015,39.609065,29,49,960400
344,1229 E McCarty St, Jefferson City, MO,65101,-92.158045,38.564883,29,51,10300
345,1105 Fairgrounds Rd, Jefferson City, MO,65109,-92.270743,38.570474,29,51,10701
346,1510 Vieth Dr, Jefferson City, MO,65109,-92.209003,38.56256,29,51,10702
347,701 Belair Dr, Jefferson City, MO,65109,-92.215465,38.595622,29,51,10900
348,6124 Falcon Ln, Jefferson City, MO,65101,-92.173538,38.492955,29,51,20200
349,6124 Falcon Ln, Jefferson City, MO,65101,-92.173538,38.492955,29,51,20200
350,6124 Falcon Ln, Jefferson City, MO,65101,-92.173538,38.492955,29,51,20200
351,14803 Hwy 17, Eugene, MO,65032,-92.397258,38.376263,29,51,20300
352,14803 Hwy 17, Eugene, MO,65032,-92.397258,38.376263,29,51,20300
353,500 W Main St, Buffalo, MO,65622,-93.095828,37.64418,29,59,480200
354,507 SE 3rd St, Ava, MO,65608,-92.658846,36.949007,29,67,950500
355,507 SE 3rd St, Ava, MO,65608,-92.658846,36.949007,29,67,950500
356,507 SE 3rd St, Ava, MO,65608,-92.658846,36.949007,29,67,950500
357,1 Wildcat Pride Dr, Cuba, MO,65453,-91.400973,38.055468,29,55,450302
358,1 Wildcat Pride Dr, Cuba, MO,65453,-91.400973,38.055468,29,55,450302
359,1 Wildcat Pride Dr, Cuba, MO,65453,-91.400973,38.055468,29,55,450302
360,211 W School St, Everton, MO,65646,-93.706179,37.346189,29,57,480100
361,211 W School St, Everton, MO,65646,-93.706179,37.346189,29,57,480100
362,211 W School St, Everton, MO,65646,-93.706179,37.346189,29,57,480100
363,410 W College St, Greenfield, MO,65661,-93.844195,37.415545,29,57,480100
364,101 W Jefferson St, Albany, MO,64402,-94.332694,40.250023,29,75,960100
365,101 W Jefferson St, Albany, MO,64402,-94.332694,40.250023,29,75,960100
366,918 S Jefferson Ave, Springfield, MO,65806,-93.290013,37.198209,29,77,200
367,205 Wiggs St, Kennett, MO,63857,-90.067019,36.237603,29,69,360700
368,205 Wiggs St, Kennett, MO,63857,-90.067019,36.237603,29,69,360700
369,601 School St, Hornersville, MO,63855,-90.118453,36.042914,29,69,360900
370,4536 Coleman Rd, Villa Ridge, MO,63089,-90.857308,38.482047,29,71,800100
371,6583 Hwy 100, Washington, MO,63090,-91.042698,38.555086,29,71,800300
372,1978 Image Dr, Washington, MO,63090,-91.019637,38.547309,29,71,800300
373,3693 Hwy 185, New Haven, MO,63068,-91.143095,38.551877,29,71,800401
374,3128 Highway Y, New Haven, MO,63068,-91.281993,38.576889,29,71,800401
375,300 Autumn Hill Dr, Union, MO,63084,-91.023374,38.448394,29,71,800601
376,2 E Springfield Ave, Union, MO,63084,-91.008641,38.443841,29,71,800601
377,1 Clark Dr, Union, MO,63084,-91.016451,38.445545,29,71,800601
378,1581 Clearview Rd, Union, MO,63084,-91.022362,38.477533,29,71,800601
379,1771 W Springfield Rd, Saint Clair, MO,63077,-91.037923,38.304524,29,71,800901
380,1044 High School Dr, St Clair, MO,63077,-90.978166,38.337094,29,71,800902
381,1308 Depot St, Cainsville, MO,64632,-93.773956,40.438978,29,81,950100
382,1308 Depot St, Cainsville, MO,64632,-93.773956,40.438978,29,81,950100
383,141 Lindsey Ave, Gilman City, MO,64642,-93.872688,40.135396,29,81,950100
384,141 Lindsey Ave, Gilman City, MO,64642,-93.872688,40.135396,29,81,950100
385,409 S College St, Calhoun, MO,65323,-93.62541,38.464354,29,83,950200
386,409 S College St, Calhoun, MO,65323,-93.62541,38.464354,29,83,950200
387,1631 W Bennett St, Springfield, MO,65807,-93.314128,37.189803,29,77,400
388,501 W Central St, Springfield, MO,65802,-93.295085,37.217515,29,77,600
389,423 E Central St, Springfield, MO,65802,-93.288976,37.217439,29,77,700
390,1001 E Chestnut Expy, Springfield, MO,65802,-93.281033,37.214935,29,77,700
391,1505 S Delaware Ave, Springfield, MO,65804,-93.266933,37.186842,29,77,1000
392,2927 S Kimbrough Ave, Springfield, MO,65807,-93.286097,37.161456,29,77,1301
393,2727 S Ingram Mill Rd, Springfield, MO,65804,-93.226457,37.163668,29,77,2502
394,3745 S Broadway Ave, Springfield, MO,65807,-93.304678,37.145962,29,77,2900
395,3014 W Calhoun St, Springfield, MO,65802,-93.33633,37.223044,29,77,3200
396,2814 N Fremont Ave, Springfield, MO,65803,-93.269721,37.248718,29,77,3600
397,3055 W Kildee Ln, Springfield, MO,65810,-93.340733,37.127629,29,77,4102
398,420 Farm Rd 182, Springfield, MO,65810,-93.297298,37.116211,29,77,4103
399,2102 W Farm Road 182, Springfield, MO,65810,-93.323792,37.116537,29,77,4103
400,3325 W Battlefield St, Springfield, MO,65807,-93.347064,37.160545,29,77,4201
401,3990 W Sunshine St, Springfield, MO,65807,-93.362479,37.180335,29,77,4201
402,132 N Main St, Fair Grove, MO,65648,-93.15119,37.385696,29,77,4600
403,132 N Main St, Fair Grove, MO,65648,-93.15119,37.385696,29,77,4600
404,132 N Main St, Fair Grove, MO,65648,-93.15119,37.385696,29,77,4600
405,720 N Main Ave, Republic, MO,65738,-93.480123,37.127786,29,77,4803
406,100 N Maple Ln, Ash Grove, MO,65604,-93.578263,37.313796,29,77,5001
407,100 N Maple Ln, Ash Grove, MO,65604,-93.578263,37.313796,29,77,5001
408,205 NW Border St, Galt, MO,64641,-93.388467,40.127047,29,79,960100
409,4036 State Route K, West Plains, MO,65775,-91.912528,36.722151,29,91,90500
410,10286 State Route 17, West Plains, MO,65775,-91.861379,36.672135,29,91,90500
411,6461 State Route ZZ, West Plains, MO,65775,-91.816148,36.712092,29,91,90600
412,650 Park Dr, Ironton, MO,63650,-90.634153,37.594394,29,93,950300
413,700 Park Dr, Ironton, MO,63650,-90.634866,37.594428,29,93,950300
414,550 Park Dr, Ironton, MO,63650,-90.632724,37.594339,29,93,950300
415,520 Park Dr, Ironton, MO,63650,-90.632296,37.594323,29,93,950300
416,227 SW Highway T, Clinton, MO,64735,-93.886093,38.335046,29,83,950400
417,600 E Clinton St, Clinton, MO,64735,-93.767596,38.365263,29,83,950600
418,1106 S 2nd St, Clinton, MO,64735,-93.774489,38.358494,29,83,950600
419,709 S 8th St, Clinton, MO,64735,-93.763322,38.362922,29,83,950600
420,602 S 5th St, Clinton, MO,64735,-93.769198,38.364184,29,83,950600
421,809 S 8th St, Clinton, MO,64735,-93.763358,38.361972,29,83,950600
422,860 Randolph St, Glasgow, MO,65254,-92.837549,39.229575,29,89,960100
423,860 Randolph St, Glasgow, MO,65254,-92.837549,39.229575,29,89,960100
424,300 E High School Dr, Dixon, MO,65459,-92.091402,37.990643,29,169,470101
425,102 N Pine St, Dixon, MO,65459,-92.098446,37.996122,29,169,470101
426,601 N Commercial St, Crocker, MO,65452,-92.261672,37.959041,29,169,470102
427,601 N Commercial St, Crocker, MO,65452,-92.261672,37.959041,29,169,470102
428,810 Roosevelt St, Waynesville, MO,65583,-92.212587,37.818785,29,169,470400
429,9127 White Ave, Saint Louis, MO,63144,-90.354157,38.620266,29,189,217400
430,2221 High School Dr, Saint Louis, MO,63144,-90.353069,38.620674,29,189,217400
431,12110 Clayton Rd, Saint Louis, MO,63131,-90.441881,38.632088,29,189,217600
432,12112 Clayton Rd, Saint Louis, MO,63131,-90.441917,38.632074,29,189,217600
433,700 Henry Ave, Ballwin, MO,63011,-90.520281,38.610433,29,189,217802
434,1425 Froesel Dr, Ballwin, MO,63011,-90.591556,38.595598,29,189,217806
435,15380 Highcroft Dr, Chesterfield, MO,63017,-90.550642,38.645384,29,189,217841
436,265 Old State Rd, Ballwin, MO,63021,-90.595565,38.583599,29,189,217921
437,400 Jefferson Ave, Ballwin, MO,63021,-90.542033,38.59086,29,189,217923
438,720 Hanna Rd, Ballwin, MO,63021,-90.510563,38.579921,29,189,217941
439,9101 S Broadway, Saint Louis, MO,63125,-90.271059,38.535985,29,189,220200
440,229 W Ripa Ave, Saint Louis, MO,63125,-90.281453,38.524325,29,189,220200
441,243 W Ripa Ave, Saint Louis, MO,63125,-90.281641,38.524306,29,189,220200
442,3131 Koch Rd, Saint Louis, MO,63125,-90.285608,38.494385,29,189,220300
443,1054 Forder Rd, Saint Louis, MO,63129,-90.324988,38.497104,29,189,220431
444,623 W Ripa Ave, Saint Louis, MO,63125,-90.287447,38.524461,29,189,220501
445,2050 Union Rd, Saint Louis, MO,63125,-90.311373,38.531059,29,189,220602
446,419 Newberry St, Fredericktown, MO,63645,-90.288843,37.555011,29,123,960200
447,805 E Highway 72, Fredericktown, MO,63645,-90.2786,37.567127,29,123,960200
448,905 E Highway 72, Fredericktown, MO,63645,-90.276592,37.566835,29,123,960200
449,1780 Carman Rd, Ballwin, MO,63021,-90.471828,38.576747,29,189,218011
450,555 S Weidman Rd, Ballwin, MO,63021,-90.491976,38.58321,29,189,218011
451,9825 Hudson Ave, Saint Louis, MO,63119,-90.374224,38.608759,29,189,218900
452,909 N Bompart Ave, Saint Louis, MO,63119,-90.343446,38.603844,29,189,219100
453,10305 Concord School Rd, Saint Louis, MO,63128,-90.370619,38.521107,29,189,221202
454,6401 Hagemann Rd, Saint Louis, MO,63128,-90.39771,38.468348,29,189,221335
455,501 Bowles Ave, Fenton, MO,63026,-90.474788,38.511589,29,189,221422
456,25 E North St, Eureka, MO,63025,-90.627023,38.510309,29,189,221502
457,4525 Hwy 109, Wildwood, MO,63025,-90.632493,38.526212,29,189,221502
458,442 W 4th St, Eureka, MO,63025,-90.637617,38.504667,29,189,221503
459,430 Bald Hill Rd, Eureka, MO,63025,-90.631336,38.496311,29,189,221503
460,4550 McMasters Ave, Hannibal, MO,63401,-91.391754,39.723289,29,127,960400
461,4700 McMasters Ave, Hannibal, MO,63401,-91.391741,39.724631,29,127,960400
462,4500 McMasters Ave, Hannibal, MO,63401,-91.39176,39.722873,29,127,960400
463,1320 Gratz Brown St, Moberly, MO,65270,-92.422133,39.402402,29,175,490500
464,101 Evans St, Higbee, MO,65257,-92.51182,39.305722,29,175,490600
465,101 Evans St, Higbee, MO,65257,-92.51182,39.305722,29,175,490600
466,34684 Highway 10, Excelsior Springs, MO,64024,-94.115607,39.312541,29,177,80000
467,500 NE 1st St, Hardin, MO,64035,-93.835981,39.272776,29,177,80100
468,500 NE 1st St, Hardin, MO,64035,-93.835981,39.272776,29,177,80100
469,1248 School St, Fordland, MO,65652,-92.953408,37.160394,29,225,470402
470,1230 School St, Fordland, MO,65652,-92.953447,37.160544,29,225,470402
471,252 Center St, Fordland, MO,65652,-92.94071,37.159257,29,225,470402
472,9530 Highway 5, Grovespring, MO,65662,-92.601078,37.407823,29,229,490100
473,7604 Michigan Ave, Saint Louis, MO,63111,-90.261152,38.548882,29,510,101500
474,5910 Clifton Ave, Saint Louis, MO,63109,-90.297704,38.578951,29,510,102200
475,1010 Lodge Rd, Chesterfield, MO,63005,-90.685587,38.626899,29,189,221621
476,16543 Green Pines Dr, Wildwood, MO,63011,-90.626375,38.589964,29,189,221625
477,1955 Shepard Rd, Wildwood, MO,63038,-90.641159,38.599273,29,189,221626
478,16025 Clayton Rd, Clarkson Valley, MO,63011,-90.591364,38.604918,29,189,221626
479,17700 Wild Horse Creek Rd, Chesterfield, MO,63005,-90.636862,38.654419,29,189,221627
480,8249 Airport Rd, Saint Louis, MO,63134,-90.326616,38.749623,29,189,221800
481,480 Old Fairway Dr, Wildwood, MO,63040,-90.617943,38.566888,29,189,222100
482,102 North St, Gilliam, MO,65330,-93.005825,39.235401,29,195,90100
483,700 Apricot St, Doniphan, MO,63935,-90.818559,36.627191,29,181,870300
484,301 W Spring St, Doniphan, MO,63935,-90.829081,36.619714,29,181,870300
485,5 Ball Park Rd, Doniphan, MO,63935,-90.818912,36.620823,29,181,870300
486,2475 W Randolph St, St Charles, MO,63301,-90.491685,38.804997,29,183,310301
487,4915 Donovan Ave, Saint Louis, MO,63109,-90.303769,38.587773,29,510,103100
488,1383 Clara Ave, Saint Louis, MO,63112,-90.278171,38.667175,29,510,106100
489,5831 Pamplin Ave, Saint Louis, MO,63147,-90.251543,38.710715,29,510,107300
490,8959 Riverview Blvd, Saint Louis, MO,63147,-90.240709,38.720449,29,510,108200
491,313 E Eastwood St, Marshall, MO,65340,-93.192961,39.12303,29,195,90400
492,408 Elliott Ave, Chaffee, MO,63740,-89.664232,37.178776,29,201,780200
493,517 W Yoakum Ave, Chaffee, MO,63740,-89.664274,37.183191,29,201,780200
494,510 Wilkinson St, East Prairie, MO,63845,-89.377433,36.778619,29,133,950400
495,304 E Walnut St, East Prairie, MO,63845,-89.380201,36.775731,29,133,950400
496,210 E Washington St, East Prairie, MO,63845,-89.381807,36.777634,29,133,950400
497,1501 W Buchanan St, California, MO,65018,-92.586464,38.63478,29,135,385100
498,401 S Highway H, Clarksburg, MO,65025,-92.668625,38.656813,29,135,385300
499,435 Yale Blvd, St Charles, MO,63301,-90.514895,38.795328,29,183,310602
500,2800 Old Muegge Rd, St Charles, MO,63303,-90.561413,38.787892,29,183,310903
501,1220 Harvest Ridge Dr, St Charles, MO,63303,-90.5246,38.752707,29,183,311001
502,605 Independence Rd, Weldon Spring, MO,63304,-90.664943,38.711806,29,183,311103
503,4810 Meadows Pkwy, Weldon Spring, MO,63304,-90.667237,38.707776,29,183,311103
504,825 Ofallon Rd, Weldon Spring, MO,63304,-90.673907,38.718238,29,183,311124
505,1400 Gettysburg Lndg, St Peters, MO,63303,-90.551724,38.750604,29,183,311146
506,3921 N Newstead Ave, Saint Louis, MO,63115,-90.235534,38.67102,29,510,110100
507,3111 Cora Ave, Saint Louis, MO,63115,-90.245244,38.66878,29,510,110100
508,4025 Sullivan Ave, Saint Louis, MO,63107,-90.227525,38.662069,29,510,110300
509,3836 Natural Bridge Ave, Saint Louis, MO,63107,-90.221265,38.663059,29,510,110400
510,4342 Aldine Pl, Saint Louis, MO,63113,-90.243827,38.65695,29,510,111300
511,5101 McRee Ave, Saint Louis, MO,63110,-90.270539,38.620999,29,510,113500
512,5319 Lansdowne Ave, Saint Louis, MO,63109,-90.282801,38.588596,29,510,114300
513,4041 S Broadway, Saint Louis, MO,63118,-90.228017,38.581452,29,510,115700
514,100 Twitty Dr, Sikeston, MO,63801,-89.570907,36.876383,29,201,781200
515,201 Curtright St, Holliday, MO,65258,-92.127659,39.492101,29,137,960300
516,150 Waterford Crossing Dr, O Fallon, MO,63368,-90.700927,38.745722,29,183,311152
517,600 First Executive Ave, Saint Peters, MO,63376,-90.583903,38.788515,29,183,311203
518,166 Boone Hills Dr, Saint Peters, MO,63376,-90.582086,38.7872,29,183,311203
519,2555 Hackmann Rd, St Charles, MO,63303,-90.559387,38.763914,29,183,311296
520,2549 Hackmann Rd, St Charles, MO,63303,-90.559517,38.764069,29,183,311296
521,2501 Hackmann Rd, St Charles, MO,63303,-90.560651,38.765434,29,183,311296
522,100 Dubray Dr, Saint Peters, MO,63376,-90.621947,38.783427,29,183,311311
523,4525 Central School Rd, Saint Charles, MO,63304,-90.614522,38.743005,29,183,311322
524,4535 Central School Rd, St Peters, MO,63304,-90.615113,38.742934,29,183,311322
525,4555 Central School Rd, St Peters, MO,63304,-90.616132,38.742788,29,183,311322
526,8050 Mexico Rd, Saint Peters, MO,63376,-90.670316,38.78786,29,183,311422
527,1311 Tower Grove Ave, Saint Louis, MO,63110,-90.25652,38.625098,29,510,118100
528,1618 Tower Grove Ave, Saint Louis, MO,63110,-90.255653,38.619976,29,510,118100
529,711 N Grand Blvd, Saint Louis, MO,63103,-90.230718,38.640309,29,510,119300
1984,\N,\N,\N,\N,\N,\N,\N,\N,\N
530,2153 Salisbury St, Saint Louis, MO,63107,-90.205357,38.659334,29,510,120200
531,1415 N Garrison Ave, Saint Louis, MO,63106,-90.220062,38.645168,29,510,121200
532,1616 California Ave, Saint Louis, MO,63104,-90.225231,38.61662,29,510,123100
533,3709 Nebraska Ave, Saint Louis, MO,63118,-90.233509,38.588593,29,510,124100
534,801 N 11th St, Saint Louis, MO,63101,-90.194495,38.632913,29,510,125600
535,1220 N 10th St, Saint Louis, MO,63106,-90.191747,38.637026,29,510,125700
536,2900 Hadley St, Saint Louis, MO,63107,-90.195561,38.652794,29,510,126600
537,1839 Hogan St, Saint Louis, MO,63106,-90.200488,38.646132,29,510,126600
538,206 N Shelby St, Clarence, MO,63437,-92.258116,39.743365,29,205,450300
539,201 E School St, Advance, MO,63730,-89.908224,37.108718,29,207,470100
540,33790 State Highway 91, Advance, MO,63730,-89.909204,37.11688,29,207,470100
541,25254 Walnut St, Bell City, MO,63735,-89.823661,37.021722,29,207,470100
542,25254 Walnut St, Bell City, MO,63735,-89.823661,37.021722,29,207,470100
543,505 Court St, Bloomfield, MO,63825,-89.932725,36.884947,29,207,470300
544,405 W Missouri St, Bloomfield, MO,63825,-89.931728,36.885997,29,207,470300
545,405 W Missouri St, Bloomfield, MO,63825,-89.931728,36.885997,29,207,470300
546,501 Sunflower Ln, O'Fallon, MO,63366,-90.687902,38.815894,29,183,311602
547,1230 Tom Ginnever Dr, O'Fallon, MO,63366,-90.666856,38.821307,29,183,311602
548,210 Virgil St, O'Fallon, MO,63366,-90.69679,38.803417,29,183,311602
549,321 Knaust Rd, Saint Peters, MO,63376,-90.676324,38.781426,29,183,311721
550,2621 Highway K, O'Fallon, MO,63368,-90.700101,38.772702,29,183,311732
551,300 Knaust Rd, Saint Peters, MO,63376,-90.6782,38.776857,29,183,311735
552,250 Fallon Pkwy, O'Fallon, MO,63368,-90.694773,38.765253,29,183,311736
553,307 W Pitman St, O'Fallon, MO,63366,-90.703317,38.806873,29,183,311802
554,7500 Hwy N, Dardenne Prairie, MO,63368,-90.741271,38.765918,29,183,311904
555,1101 W Grant St, Dexter, MO,63841,-89.971774,36.789007,29,207,470600
556,121 S Spiker St, Bernie, MO,63822,-89.973269,36.669061,29,207,470700
557,516 W Main Ave, Bernie, MO,63822,-89.972039,36.669279,29,207,470700
558,209 Pirate Ln, Crane, MO,65633,-93.571585,36.896316,29,209,90100
559,209 Pirate Ln, Crane, MO,65633,-93.571585,36.896316,29,209,90100
560,209 Pirate Ln, Crane, MO,65633,-93.571585,36.896316,29,209,90100
561,54 Medical Springs Rd, Galena, MO,65656,-93.367732,36.843707,29,209,90100
562,512 MO 13, Blue Eye, MO,65611,-93.395762,36.504586,29,209,90400
563,512 MO 13, Blue Eye, MO,65611,-93.395762,36.504586,29,209,90400
564,658 State Hwy EE, Blue Eye, MO,65611,-93.384414,36.50178,29,209,90400
565,310 US Hwy 61, New Madrid, MO,63869,-89.564855,36.576634,29,143,960300
566,308 US Hwy 61, New Madrid, MO,63869,-89.56496,36.57658,29,143,960300
567,1120 Carl Sweeney Pkwy, Neosho, MO,64850,-94.352312,36.857796,29,145,20200
568,302 Smith Ave, Neosho, MO,64850,-94.371898,36.877778,29,145,20300
569,401 S Main St, Diamond, MO,64840,-94.314913,36.991852,29,145,20400
570,401 S Main St, Diamond, MO,64840,-94.314913,36.991852,29,145,20400
571,401 S Main St, Diamond, MO,64840,-94.314913,36.991852,29,145,20400
572,1814 Duello Rd, Lake Saint Louis, MO,63367,-90.822161,38.770064,29,183,311908
573,1000 Ronald Reagan Dr, Lake St Louis, MO,63367,-90.782044,38.784553,29,183,311909
574,555 E Highway N, Wentzville, MO,63385,-90.846713,38.767189,29,183,312193
575,5275 Quail Ridge Pkwy, Wentzville, MO,63385,-90.831066,38.802837,29,183,312193
576,600 Campus Dr, Wentzville, MO,63385,-90.867203,38.814246,29,183,312195
577,612 Blumhoff Ave, Wentzville, MO,63385,-90.855076,38.815249,29,183,312195
578,601 Carr St, Wentzville, MO,63385,-90.852825,38.815598,29,183,312195
579,5541 Locust St, Augusta, MO,63332,-90.881382,38.574127,29,183,312204
580,201 W Highway D, Wentzville, MO,63385,-90.887029,38.70893,29,183,312204
581,2523 Sommers Rd, Lake Saint Louis, MO,63367,-90.783351,38.749394,29,183,312205
582,9233 Highway DD, O Fallon, MO,63368,-90.776976,38.745974,29,183,312205
583,386 W MO 76, Reeds Spring, MO,65737,-93.382765,36.733958,29,209,90602
584,301 Northeast St, Green City, MO,63545,-92.951321,40.272347,29,211,480100
585,301 Northeast St, Green City, MO,63545,-92.951321,40.272347,29,211,480100
586,223 Jones St, Humphreys, MO,64646,-93.322095,40.126696,29,211,480200
587,308 Cedar Ridge Dr, Branson, MO,65616,-93.239899,36.66058,29,213,480201
588,396 Cedar Ridge Dr, Branson, MO,65616,-93.243306,36.659319,29,213,480201
589,402 Cedar Ridge Dr, Branson, MO,65616,-93.244018,36.659112,29,213,480201
590,766 Buchanan Rd, Branson, MO,65616,-93.232934,36.700267,29,213,480201
591,935 Buchanan Rd, Branson, MO,65616,-93.236675,36.70049,29,213,480201
592,263 Buccaneer Dr, Branson, MO,65616,-93.219213,36.66523,29,213,480201
593,601 Laclede Ave, Neosho, MO,64850,-94.363129,36.811875,29,145,20800
594,12350 Norway Rd, Neosho, MO,64850,-94.421139,36.851405,29,145,20800
595,22876 E Hwy 86, Granby, MO,64844,-94.230525,36.877508,29,145,20900
596,440 E High St, Granby, MO,64844,-94.25159,36.918128,29,145,20900
597,1405 Highway D, Saint Charles, MO,63304,-90.709856,38.703274,29,183,980000
598,408 W 4th St, Appleton City, MO,64724,-94.032582,38.190682,29,185,480100
599,408 W 4th St, Appleton City, MO,64724,-94.032582,38.190682,29,185,480100
600,16474 N MO 125, Bradleyville, MO,65614,-92.907908,36.787285,29,213,480401
601,16474 N MO 125, Bradleyville, MO,65614,-92.907908,36.787285,29,213,480401
602,8872 State Hwy H, Forsyth, MO,65653,-93.112767,36.809782,29,213,480401
603,1792 State Hwy BB, Hollister, MO,65672,-93.194111,36.623483,29,213,480502
604,1794 State Hwy BB, Hollister, MO,65672,-93.194077,36.623483,29,213,480502
605,2112 State Hwy BB, Hollister, MO,65672,-93.190515,36.621509,29,213,480502
606,1798 State Hwy BB, Hollister, MO,65672,-93.19401,36.623483,29,213,480502
607,418 E 2nd St, Maryville, MO,64468,-94.869472,40.346902,29,147,470400
608,6279 Hwy 61, Bloomsdale, MO,63627,-90.248686,38.043298,29,186,960100
609,2727 Hwy K, Bonne Terre, MO,63628,-90.486905,37.928318,29,187,950101
610,2727 Hwy K, Bonne Terre, MO,63628,-90.486905,37.928318,29,187,950101
611,3120 Saint Louis Ave, Saint Louis, MO,63106,-90.218824,38.653891,29,510,127100
612,5049 Fyler Ave, Saint Louis, MO,63139,-90.276102,38.600415,29,510,127200
613,1224 Grattan St, Saint Louis, MO,63104,-90.208366,38.61768,29,510,127400
614,1004 N Jefferson Ave, Saint Louis, MO,63106,-90.21276,38.639058,29,510,127500
615,2 Gateway Dr, Saint Louis, MO,63106,-90.209536,38.641686,29,510,127500
616,4 Gateway Dr, Saint Louis, MO,63106,-90.209601,38.641699,29,510,127500
617,1200 N Jefferson Ave, Saint Louis, MO,63106,-90.21275,38.640777,29,510,127500
618,815 Ann Ave, Saint Louis, MO,63104,-90.205065,38.605447,29,510,127600
619,2516 S 9th St, Saint Louis, MO,63104,-90.207962,38.601376,29,510,127600
620,909 S Fairview Rd, Columbia, MO,65203,-92.381,38.944194,29,19,1201
621,467 S Ellsworth Ave, Marshall, MO,65340,-93.200934,39.11706,29,195,90600
622,565 S Odell Ave, Marshall, MO,65340,-93.195004,39.115952,29,195,90600
623,1020 Dingledine Rd, Saint Charles, MO,63304,-90.603942,38.728172,29,183,311150
624,30925 State Highway 413, Galena, MO,65656,-93.472157,36.812511,29,209,90200
625,423 W Pine St, Houston, MO,65483,-91.959735,37.326426,29,215,480300
626,423 W Pine St, Houston, MO,65483,-91.959735,37.326426,29,215,480300
627,423 W Pine St, Houston, MO,65483,-91.959735,37.326426,29,215,480300
628,423 W Pine St, Houston, MO,65483,-91.959735,37.326426,29,215,480300
629,1024 Garst St, Cabool, MO,65689,-92.107715,37.123621,29,215,480400
630,1025 Rogers Ave, Cabool, MO,65689,-92.109848,37.125508,29,215,480400
631,2001 Dys Dr, Cabool, MO,65689,-92.091292,37.120229,29,215,480400
632,143 E Main St, Westphalia, MO,65085,-91.991836,38.437027,29,151,490300
633,143 E Main St, Westphalia, MO,65085,-91.991836,38.437027,29,151,490300
634,1708 Ward Ave, Caruthersville, MO,63830,-89.663866,36.18026,29,155,470400
635,1705 Ward Ave, Caruthersville, MO,63830,-89.664004,36.180306,29,155,470400
636,506 S Fleming St, Farmington, MO,63640,-90.412506,37.774199,29,187,950800
637,900 Saint Francois Ave, Park Hills, MO,63601,-90.526194,37.85849,29,187,951000
638,116 Rebel Dr, Park Hills, MO,63601,-90.522187,37.846716,29,187,951000
639,801 Columbia St, Park Hills, MO,63601,-90.495776,37.846413,29,187,951100
640,10560 Renfrew Dr, Saint Louis, MO,63137,-90.205789,38.757698,29,189,210200
641,174 Shepley Dr, Saint Louis, MO,63137,-90.196477,38.755028,29,189,210200
642,1111 Saint Cyr Rd, Saint Louis, MO,63137,-90.232101,38.734127,29,189,210400
643,1111 Saint Cyr Rd, Saint Louis, MO,63137,-90.232101,38.734127,29,189,210400
644,9926 Fonda Dr, Saint Louis, MO,63137,-90.233083,38.749114,29,189,210600
645,500 Woodland Ave, Kansas City, MO,64106,-94.560051,39.108285,29,95,1000
646,436 Prospect Ave, Kansas City, MO,64124,-94.550752,39.109039,29,95,1000
647,1001 Bennington Ave, Kansas City, MO,64126,-94.505221,39.099789,29,95,2000
648,3715 Wyoming St, Kansas City, MO,64111,-94.603617,39.060195,29,95,4600
649,1320 E 32nd Ter, Kansas City, MO,64109,-94.568721,39.067701,29,95,5200
650,3221 Indiana Ave, Kansas City, MO,64128,-94.54366,39.067695,29,95,5700
651,3800 E 44th St, Kansas City, MO,64130,-94.540196,39.045986,29,95,6000
652,2803 Swope Pkwy, Kansas City, MO,64130,-94.552077,39.038641,29,95,7700
653,500 E Vernon St, Nevada, MO,64772,-94.350963,37.845507,29,217,950400
654,300 Kuhl Ave, Warrenton, MO,63383,-91.139381,38.808148,29,219,820102
655,302 Kuhl Ave, Warrenton, MO,63383,-91.139381,38.808127,29,219,820102
656,326 College St, Perryville, MO,63775,-89.859844,37.720438,29,157,470400
657,401 W Pettis St, Green Ridge, MO,65332,-93.413299,38.620812,29,159,480300
658,401 W Pettis St, Green Ridge, MO,65332,-93.413299,38.620812,29,159,480300
659,2017 Arrowpoint Dr, Saint Louis, MO,63138,-90.226322,38.811652,29,189,210703
660,12555 Partridge Run Dr, Florissant, MO,63033,-90.2375,38.803775,29,189,210804
661,2324 Redman Rd, Saint Louis, MO,63136,-90.243509,38.7828,29,189,210805
662,3325 Chicory Creek Ln, Florissant, MO,63031,-90.320263,38.830516,29,189,210924
